date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:29:35	1121416/1121416	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%22111c88-655ba786-d89abd8d37ba6051;gz%22	https://themephi.net/template/eduan/eduan/assets/webfonts/fa-light-300.ttf	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/webfonts/fa-light-300.ttf	(from https://themephi.net/template/eduan/eduan/assets/css/fontawesome-all.min.css)
16:29:35	320532/320532	---M--	200	added ('OK')	font/woff2	etag:%224e414-655ba786-99a4ca4b6e444bac;;;%22	https://themephi.net/template/eduan/eduan/assets/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/webfonts/fa-solid-900.woff2	(from https://themephi.net/template/eduan/eduan/assets/css/fontawesome-all.min.css)
16:29:35	887796/887796	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22d8bf4-655ba786-5fe015ce20c1197;gz%22	https://themephi.net/template/eduan/eduan/assets/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/webfonts/fa-solid-900.ttf	(from https://themephi.net/template/eduan/eduan/assets/css/fontawesome-all.min.css)
16:29:36	4552/4552	---M--	200	added ('OK')	font/woff2	etag:%2211c8-655ba786-db26d08d96c976d0;;;%22	https://themephi.net/template/eduan/eduan/assets/webfonts/fa-v4compatibility.woff2	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/webfonts/fa-v4compatibility.woff2	(from https://themephi.net/template/eduan/eduan/assets/css/fontawesome-all.min.css)
16:29:36	10172/10172	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2227bc-655ba786-7cc5e228056db5aa;gz%22	https://themephi.net/template/eduan/eduan/assets/webfonts/fa-v4compatibility.ttf	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/webfonts/fa-v4compatibility.ttf	(from https://themephi.net/template/eduan/eduan/assets/css/fontawesome-all.min.css)
16:29:36	1017680/1017680	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22f8750-655ba786-fa99feb2b3bd8ec5;gz%22	https://themephi.net/template/eduan/eduan/assets/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/webfonts/fa-regular-400.ttf	(from https://themephi.net/template/eduan/eduan/assets/css/fontawesome-all.min.css)
16:29:36	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-643588fe-94379252210f35ce;gz%22	https://themephi.net/template/eduan/eduan/assets/img/icon/close.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/icon/close.png	(from https://themephi.net/template/eduan/eduan/assets/css/meanmenu.css)
16:29:36	1232948/1232948	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%2212d034-655ba786-24de9a9dc2a33aec;gz%22	https://themephi.net/template/eduan/eduan/assets/webfonts/fa-thin-100.ttf	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/webfonts/fa-thin-100.ttf	(from https://themephi.net/template/eduan/eduan/assets/css/fontawesome-all.min.css)
16:29:36	1864/1864	---M--	200	added ('OK')	image/png	etag:%22748-655ba786-e529e0cc9e67589f;;;%22	https://themephi.net/template/eduan/eduan/assets/img/bg/close.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/bg/close.png	(from https://themephi.net/template/eduan/eduan/assets/css/main.css)
16:29:37	34179/34179	---M--	200	added ('OK')	image/jpeg	etag:%228583-655ba786-7a10900afd44ce8c;;;%22	https://themephi.net/template/eduan/eduan/assets/img/blog/6/1.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/blog/6/1.jpg	(from https://themephi.net/template/eduan/eduan/assets/css/main.css)
16:29:37	471136/471136	---M--	200	added ('OK')	font/woff2	etag:%2273060-655ba786-2a2c0a0222aaf475;;;%22	https://themephi.net/template/eduan/eduan/assets/webfonts/fa-thin-100.woff2	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/webfonts/fa-thin-100.woff2	(from https://themephi.net/template/eduan/eduan/assets/css/fontawesome-all.min.css)
16:29:37	458/458	---M--	200	added ('OK')	image/png	etag:%221ca-655ba786-efd71da3bdc281a3;;;%22	https://themephi.net/template/eduan/eduan/assets/img/banner/1/1.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/banner/1/1.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:37	765/765	---M--	200	added ('OK')	image/png	etag:%222fd-655ba786-fc76d12f79ed443f;;;%22	https://themephi.net/template/eduan/eduan/assets/img/banner/1/3.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/banner/1/3.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:38	868/868	---M--	200	added ('OK')	image/png	etag:%22364-655ba786-7d4ec435fd378ce0;;;%22	https://themephi.net/template/eduan/eduan/assets/img/banner/1/5.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/banner/1/5.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:38	825/825	---M--	200	added ('OK')	image/png	etag:%22339-655ba786-165a21ef662f9858;;;%22	https://themephi.net/template/eduan/eduan/assets/img/banner/1/line.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/banner/1/line.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:38	82399/82399	---M--	200	added ('OK')	image/png	etag:%22141df-655ba786-454ee9432e29d1f5;;;%22	https://themephi.net/template/eduan/eduan/assets/img/banner/1/banner-img.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/banner/1/banner-img.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:38	7882/7882	---M--	200	added ('OK')	image/png	etag:%221eca-655ba786-873717a456f23ec3;;;%22	https://themephi.net/template/eduan/eduan/assets/img/banner/1/info_icon.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/banner/1/info_icon.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:39	1875/1875	---M--	200	added ('OK')	image/jpeg	etag:%22753-655ba786-9cbf6da1b5b71103;;;%22	https://themephi.net/template/eduan/eduan/assets/img/banner/1/author.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/banner/1/author.jpg	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:39	20437/20437	---M--	200	added ('OK')	image/png	etag:%224fd5-655ba786-cb3e3bca95239401;;;%22	https://themephi.net/template/eduan/eduan/assets/img/banner/1/shape_1.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/banner/1/shape_1.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:39	596/596	---M--	200	added ('OK')	image/png	etag:%22254-655ba786-17886c6e36b40cf3;;;%22	https://themephi.net/template/eduan/eduan/assets/img/banner/1/2.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/banner/1/2.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:39	567/567	---M--	200	added ('OK')	image/png	etag:%22237-655ba786-5eeff82fa0f53e5;;;%22	https://themephi.net/template/eduan/eduan/assets/img/banner/1/4.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/banner/1/4.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:40	2262/2262	---M--	200	added ('OK')	image/png	etag:%228d6-655ba786-b66e809f0c2a5d66;;;%22	https://themephi.net/template/eduan/eduan/assets/img/brand/h_1.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/brand/h_1.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:40	2473/2473	---M--	200	added ('OK')	image/png	etag:%229a9-655ba786-d55fc91e5b71b8ba;;;%22	https://themephi.net/template/eduan/eduan/assets/img/brand/1.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/brand/1.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:40	871/871	---M--	200	added ('OK')	image/png	etag:%22367-655ba786-d3cd091dd33f6eaf;;;%22	https://themephi.net/template/eduan/eduan/assets/img/brand/h_2.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/brand/h_2.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:40	933/933	---M--	200	added ('OK')	image/png	etag:%223a5-655ba786-63975b86656bb3e8;;;%22	https://themephi.net/template/eduan/eduan/assets/img/brand/2.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/brand/2.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:41	2050/2050	---M--	200	added ('OK')	image/png	etag:%22802-655ba786-d17dd2fec93ee34f;;;%22	https://themephi.net/template/eduan/eduan/assets/img/brand/h_3.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/brand/h_3.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:41	1934/1934	---M--	200	added ('OK')	image/png	etag:%2278e-655ba786-9ff750844e21d64c;;;%22	https://themephi.net/template/eduan/eduan/assets/img/brand/3.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/brand/3.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:41	1699/1699	---M--	200	added ('OK')	image/png	etag:%226a3-655ba786-34da317e34711324;;;%22	https://themephi.net/template/eduan/eduan/assets/img/brand/h_4.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/brand/h_4.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:41	1947/1947	---M--	200	added ('OK')	image/png	etag:%2279b-655ba786-2f80b53de828ce87;;;%22	https://themephi.net/template/eduan/eduan/assets/img/brand/4.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/brand/4.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:42	2143/2143	---M--	200	added ('OK')	image/png	etag:%2285f-655ba786-c1d739163ff4cecb;;;%22	https://themephi.net/template/eduan/eduan/assets/img/brand/h_5.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/brand/h_5.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:42	2437/2437	---M--	200	added ('OK')	image/png	etag:%22985-655ba786-8645c3375bb6842;;;%22	https://themephi.net/template/eduan/eduan/assets/img/brand/5.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/brand/5.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:42	1161/1161	---M--	200	added ('OK')	image/png	etag:%22489-655ba786-b79ce5ac76494f7;;;%22	https://themephi.net/template/eduan/eduan/assets/img/brand/h_6.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/brand/h_6.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:42	2073/2073	---M--	200	added ('OK')	image/png	etag:%22819-655ba786-fe8cb06b7ef16e73;;;%22	https://themephi.net/template/eduan/eduan/assets/img/brand/6.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/brand/6.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:43	647/647	---M--	200	added ('OK')	image/png	etag:%22287-655ba786-7e708f0604570e81;;;%22	https://themephi.net/template/eduan/eduan/assets/img/category/1/shape-1.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/category/1/shape-1.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:43	567/567	---M--	200	added ('OK')	image/png	etag:%22237-655ba786-504615f0fdeafb58;;;%22	https://themephi.net/template/eduan/eduan/assets/img/category/1/shape-2.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/category/1/shape-2.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:43	765/765	---M--	200	added ('OK')	image/png	etag:%222fd-655ba786-cde7561d20c22b5b;;;%22	https://themephi.net/template/eduan/eduan/assets/img/category/1/shape-3.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/category/1/shape-3.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:43	596/596	---M--	200	added ('OK')	image/png	etag:%22254-655ba786-1dc9a05955023169;;;%22	https://themephi.net/template/eduan/eduan/assets/img/category/1/shape-4.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/category/1/shape-4.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:44	5088/5088	---M--	200	added ('OK')	image/jpeg	etag:%2213e0-655ba786-1b4cdb1bed615ef6;;;%22	https://themephi.net/template/eduan/eduan/assets/img/category/1/1.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/category/1/1.jpg	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:44	4671/4671	---M--	200	added ('OK')	image/jpeg	etag:%22123f-655ba786-2962320fb7a09d2c;;;%22	https://themephi.net/template/eduan/eduan/assets/img/category/1/2.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/category/1/2.jpg	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:44	5366/5366	---M--	200	added ('OK')	image/jpeg	etag:%2214f6-655ba786-eaaf96b18a1be042;;;%22	https://themephi.net/template/eduan/eduan/assets/img/category/1/3.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/category/1/3.jpg	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:45	4945/4945	---M--	200	added ('OK')	image/jpeg	etag:%221351-655ba786-66900dfb1a07c2a0;;;%22	https://themephi.net/template/eduan/eduan/assets/img/category/1/4.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/category/1/4.jpg	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:45	71242/71242	---M--	200	added ('OK')	image/png	etag:%221164a-655ba786-2313450bd6df202d;;;%22	https://themephi.net/template/eduan/eduan/assets/img/about/1/1.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/about/1/1.png	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:45	24535/24535	---M--	200	added ('OK')	image/jpeg	etag:%225fd7-655ba786-535c91a70ae31269;;;%22	https://themephi.net/template/eduan/eduan/assets/img/event/1/bg.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/event/1/bg.jpg	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:45	12942/12942	---M--	200	added ('OK')	image/jpeg	etag:%22328e-655ba786-5dc889bcfe1172b8;;;%22	https://themephi.net/template/eduan/eduan/assets/img/event/1/1.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/event/1/1.jpg	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:46	9885/9885	---M--	200	added ('OK')	image/jpeg	etag:%22269d-655ba786-441a89c7eb06808a;;;%22	https://themephi.net/template/eduan/eduan/assets/img/event/1/2.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/event/1/2.jpg	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:46	12651/12651	---M--	200	added ('OK')	image/jpeg	etag:%22316b-655ba786-a1cd060bdef08750;;;%22	https://themephi.net/template/eduan/eduan/assets/img/event/1/3.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/event/1/3.jpg	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:46	822/822	---M--	200	added ('OK')	image/jpeg	etag:%22336-655ba786-e3d8da3dd1e2a0a3;;;%22	https://themephi.net/template/eduan/eduan/assets/img/testimonial/1/admin-1.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/testimonial/1/admin-1.jpg	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:46	818/818	---M--	200	added ('OK')	image/jpeg	etag:%22332-655ba786-f7aa406003559304;;;%22	https://themephi.net/template/eduan/eduan/assets/img/testimonial/1/admin-2.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/testimonial/1/admin-2.jpg	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:47	841/841	---M--	200	added ('OK')	image/jpeg	etag:%22349-655ba786-1641d7835c7e4ea;;;%22	https://themephi.net/template/eduan/eduan/assets/img/testimonial/1/admin-3.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/testimonial/1/admin-3.jpg	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:47	875/875	---M--	200	added ('OK')	image/jpeg	etag:%2236b-655ba786-ca2455a903cf7846;;;%22	https://themephi.net/template/eduan/eduan/assets/img/testimonial/1/admin-4.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/testimonial/1/admin-4.jpg	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:47	746/746	---M--	200	added ('OK')	image/jpeg	etag:%222ea-655ba786-62e551eaffcdb625;;;%22	https://themephi.net/template/eduan/eduan/assets/img/testimonial/1/admin-5.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/testimonial/1/admin-5.jpg	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:48	841/841	---M--	200	added ('OK')	image/jpeg	etag:%22349-655ba786-2117edce12a1e5a4;;;%22	https://themephi.net/template/eduan/eduan/assets/img/testimonial/1/admin-6.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/testimonial/1/admin-6.jpg	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:48	10823/10823	---M--	200	added ('OK')	image/jpeg	etag:%222a47-655ba786-cee9879eb0fd840b;;;%22	https://themephi.net/template/eduan/eduan/assets/img/blog/1/blog-1.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/blog/1/blog-1.jpg	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:48	8077/8077	---M--	200	added ('OK')	image/jpeg	etag:%221f8d-655ba786-9f60c0c0202d4d0a;;;%22	https://themephi.net/template/eduan/eduan/assets/img/blog/1/blog-2.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/blog/1/blog-2.jpg	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:48	15076/15076	---M--	200	added ('OK')	image/jpeg	etag:%223ae4-655ba786-24980858badfe291;;;%22	https://themephi.net/template/eduan/eduan/assets/img/blog/1/blog-3.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/blog/1/blog-3.jpg	(from https://themephi.net/template/eduan/eduan/index.html)
16:29:49	819/819	---M--	200	added ('OK')	image/png	etag:%22333-655ba786-59b34d594ae5a9ba;;;%22	https://themephi.net/template/eduan/eduan/assets/img/banner/2/shape_1.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/banner/2/shape_1.png	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:49	2317/2317	---M--	200	added ('OK')	image/png	etag:%2290d-655ba786-28ac1a99fc18b921;;;%22	https://themephi.net/template/eduan/eduan/assets/img/banner/2/shape_2.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/banner/2/shape_2.png	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:50	3139/3139	---M--	200	added ('OK')	image/jpeg	etag:%22c43-655ba786-a25ef5d6b20954bf;;;%22	https://themephi.net/template/eduan/eduan/assets/img/category/2/1.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/category/2/1.jpg	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:50	2813/2813	---M--	200	added ('OK')	image/jpeg	etag:%22afd-655ba786-5d43c350028d773b;;;%22	https://themephi.net/template/eduan/eduan/assets/img/category/2/2.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/category/2/2.jpg	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:50	73338/73338	---M--	200	added ('OK')	image/png	etag:%2211e7a-655ba786-c7c99fc0d83d3afb;;;%22	https://themephi.net/template/eduan/eduan/assets/img/banner/2/banner-bg.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/banner/2/banner-bg.png	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:51	3275/3275	---M--	200	added ('OK')	image/jpeg	etag:%22ccb-655ba786-7d3ca68d397192f3;;;%22	https://themephi.net/template/eduan/eduan/assets/img/category/2/3.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/category/2/3.jpg	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:51	2493/2493	---M--	200	added ('OK')	image/jpeg	etag:%229bd-655ba786-7a7081aaaf1ae2ef;;;%22	https://themephi.net/template/eduan/eduan/assets/img/category/2/4.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/category/2/4.jpg	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:51	3285/3285	---M--	200	added ('OK')	image/jpeg	etag:%22cd5-655ba786-3f95a2b0a56904ef;;;%22	https://themephi.net/template/eduan/eduan/assets/img/category/2/5.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/category/2/5.jpg	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:51	3279/3279	---M--	200	added ('OK')	image/jpeg	etag:%22ccf-655ba786-3b23683bfb841dde;;;%22	https://themephi.net/template/eduan/eduan/assets/img/category/2/6.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/category/2/6.jpg	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:51	3450/3450	---M--	200	added ('OK')	image/jpeg	etag:%22d7a-655ba786-7946b356d889c06c;;;%22	https://themephi.net/template/eduan/eduan/assets/img/category/2/7.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/category/2/7.jpg	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:52	2754/2754	---M--	200	added ('OK')	image/jpeg	etag:%22ac2-655ba786-c1c24c3251f54bcc;;;%22	https://themephi.net/template/eduan/eduan/assets/img/category/2/8.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/category/2/8.jpg	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:52	13776/13776	---M--	200	added ('OK')	image/jpeg	etag:%2235d0-655ba786-316c2b7b6e2ef7dd;;;%22	https://themephi.net/template/eduan/eduan/assets/img/course/2/1.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/course/2/1.jpg	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:52	923/923	---M--	200	added ('OK')	image/jpeg	etag:%2239b-655ba786-308548333c22cd54;;;%22	https://themephi.net/template/eduan/eduan/assets/img/course/2/author-1.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/course/2/author-1.jpg	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:53	10838/10838	---M--	200	added ('OK')	image/jpeg	etag:%222a56-655ba786-fbe744c4e6e205f6;;;%22	https://themephi.net/template/eduan/eduan/assets/img/course/2/2.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/course/2/2.jpg	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:53	1014/1014	---M--	200	added ('OK')	image/jpeg	etag:%223f6-655ba786-ef6ad7f25bd7984c;;;%22	https://themephi.net/template/eduan/eduan/assets/img/course/2/author-2.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/course/2/author-2.jpg	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:53	16089/16089	---M--	200	added ('OK')	image/jpeg	etag:%223ed9-655ba786-c3abe82371ecf29a;;;%22	https://themephi.net/template/eduan/eduan/assets/img/course/2/3.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/course/2/3.jpg	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:53	955/955	---M--	200	added ('OK')	image/jpeg	etag:%223bb-655ba786-ae7ce2f9b2525261;;;%22	https://themephi.net/template/eduan/eduan/assets/img/course/2/author-3.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/course/2/author-3.jpg	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:53	15092/15092	---M--	200	added ('OK')	image/jpeg	etag:%223af4-655ba786-d720c8bcadcbad84;;;%22	https://themephi.net/template/eduan/eduan/assets/img/course/2/4.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/course/2/4.jpg	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:54	917/917	---M--	200	added ('OK')	image/jpeg	etag:%22395-655ba786-3e9846eb513a66b7;;;%22	https://themephi.net/template/eduan/eduan/assets/img/course/2/author-4.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/course/2/author-4.jpg	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:54	15656/15656	---M--	200	added ('OK')	image/jpeg	etag:%223d28-655ba786-3f0e6729f51f992;;;%22	https://themephi.net/template/eduan/eduan/assets/img/course/2/5.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/course/2/5.jpg	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:54	945/945	---M--	200	added ('OK')	image/jpeg	etag:%223b1-655ba786-d59976c52e8eb52;;;%22	https://themephi.net/template/eduan/eduan/assets/img/course/2/author-5.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/course/2/author-5.jpg	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:55	14019/14019	---M--	200	added ('OK')	image/jpeg	etag:%2236c3-655ba786-3c7249aeaa89f7cb;;;%22	https://themephi.net/template/eduan/eduan/assets/img/course/2/6.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/course/2/6.jpg	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:55	913/913	---M--	200	added ('OK')	image/jpeg	etag:%22391-655ba786-3405b3db9a7a3b1d;;;%22	https://themephi.net/template/eduan/eduan/assets/img/course/2/author-6.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/course/2/author-6.jpg	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:55	458/458	---M--	200	added ('OK')	image/png	etag:%221ca-655ba786-1788d6784273deb1;;;%22	https://themephi.net/template/eduan/eduan/assets/img/about/2/shape-5.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/about/2/shape-5.png	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:55	18367/18367	---M--	200	added ('OK')	image/jpeg	etag:%2247bf-655ba786-930121c3c01bd7c7;;;%22	https://themephi.net/template/eduan/eduan/assets/img/about/2/1.jpg	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/about/2/1.jpg	(from https://themephi.net/template/eduan/eduan/index-2.html)
16:29:56	3279/3279	---M--	200	added ('OK')	image/png	etag:%22ccf-655ba786-e2bf28b8f00964c6;;;%22	https://themephi.net/template/eduan/eduan/assets/img/about/2/shape-4.png	C:/My%20Web%20Sites/education/themephi.net/template/eduan/eduan/assets/img/about/2/shape-4.png	(from https://themephi.net/template/eduan/eduan/index-2.html)
